date,rank,song,artist,last_week,peak_rank,weeks_on_board
2020-07-25,2,Come & Go,Juice WRLD x Marshmello,2.0,2,210
1985-03-23,60,Everything She Wants,Wham!,60.0,60,210
2020-07-11,96,Rags2Riches,Rod Wave Featuring ATR Son Son,96.0,96,210
2004-03-13,74,Don't Take Your Love Away,Avant,74.0,74,210
2002-03-23,74,Makin' Good Love,Avant,74.0,74,210
2010-01-23,85,Take It Off,Ke$ha,92.0,85,210
2002-03-09,97,Awnaw,Nappy Roots,97.0,97,210
2010-11-13,1,We R Who We R,Ke$ha,1.0,1,210
2020-05-02,97,God Whispered Your Name,Keith Urban,97.0,97,210
1989-01-07,98,Dreamin',Vanessa Williams,98.0,98,210
2011-10-15,7,Strange Clouds,B.o.B Featuring Lil Wayne,7.0,7,210
2010-05-15,83,Magic,B.o.B Featuring Rivers Cuomo,100.0,83,210
2013-01-26,95,We Still In This B****,B.o.B Featuring T.I. & Juicy J,97.0,95,210
2000-12-23,81,But For The Grace Of God,Keith Urban,81.0,81,210
1997-10-25,81,You're Not Alone,Olive,81.0,81,210
1981-04-25,89,Seven Year Ache,Rosanne Cash,89.0,89,210
2004-07-24,72,Days Go By,Keith Urban,72.0,72,210
1994-06-25,94,Booti Call,BLACKstreet,94.0,94,210
2012-12-01,98,I'm Different,2 Chainz,98.0,98,210
1983-07-16,71,"Promises, Promises",Naked Eyes,71.0,71,210
2010-01-23,7,Blah Blah Blah,Ke$ha Featuring 3OH!3,7.0,7,210
1994-11-26,99,Mental Picture,Jon Secada,99.0,99,210
1993-06-26,90,I'm Free,Jon Secada,90.0,90,210
2021-06-05,1,Butter,BTS,1.0,1,210
2015-06-27,86,"John Cougar, John Deere, John 3:16",Keith Urban,86.0,86,210
2019-10-12,84,Heartache Medication,Jon Pardi,84.0,84,210
2016-12-24,95,Dirt On My Boots,Jon Pardi,95.0,95,210
2020-04-04,94,Walk Em Down,NLE Choppa Featuring Roddy Ricch,94.0,94,210
2015-09-05,41,Hit The Quan,iLoveMemphis,41.0,41,210
1995-09-02,63,Pretty Girl,Jon B,63.0,63,210
2019-05-04,96,Shotta Flow,NLE Choppa,96.0,96,210
2005-09-10,98,Better Life,Keith Urban,98.0,98,210
1999-04-03,95,Give It To You,Jordan Knight,95.0,95,210
1981-06-27,75,(There's) No Gettin' Over Me,Ronnie Milsap,75.0,75,210
2016-02-13,100,Snapback,Old Dominion,100.0,100,210
2002-01-05,75,Nothing In This World,KeKe Wyatt Featuring Avant,75.0,75,210
1997-08-02,72,Do You Like This,Rome,72.0,72,210
1999-02-13,97,We Like To Party!,Vengaboys,97.0,97,210
2004-05-15,64,Slither,Velvet Revolver,64.0,64,210
2004-09-25,77,Fall To Pieces,Velvet Revolver,77.0,77,210
1998-05-30,93,One Heart At A Time,Various Artists,93.0,93,210
1979-07-21,86,"Lovin', Touchin', Squeezin'",Journey,86.0,86,210
2005-12-24,96,Your Man,Josh Turner,96.0,96,210
2006-07-15,97,Would You Go With Me,Josh Turner,97.0,97,210
2009-11-28,99,Why Don't We Just Dance,Josh Turner,99.0,99,210
1999-10-23,85,Got Your Money,Ol' Dirty Bastard Featuring Kelis,85.0,85,210
2015-07-25,99,Break Up With Him,Old Dominion,99.0,99,210
2007-09-29,96,Firecracker,Josh Turner,96.0,96,210
2019-01-12,98,Make It Sweet,Old Dominion,98.0,98,210
2003-08-09,96,Amazing,Josh Kelley,96.0,96,210
1994-03-26,78,How Do You Like It?,Keith Sweat,78.0,78,210
1988-01-16,77,I Want Her,Keith Sweat,77.0,77,210
1990-12-01,54,I'll Give All My Love To You,Keith Sweat,54.0,54,210
2005-01-22,70,Nothin' To Lose,Josh Gracin,70.0,70,210
1991-11-30,75,Keep It Comin',Keith Sweat,75.0,75,210
1994-10-08,75,"U Will Know (From ""Jason's Lyric"")",B.M.U. (Black Men United),75.0,75,210
1994-01-01,91,Having A Party,Rod Stewart,91.0,91,210
2016-03-12,94,Cut It,O.T. Genasis Featuring Young Dolph,94.0,94,210
1995-06-17,20,Freek'n You,Jodeci,20.0,20,210
2002-03-30,93,Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,93.0,93,210
2006-10-07,76,Streetcorner Symphony,Rob Thomas,76.0,76,210
2005-07-16,98,This Is How A Heart Breaks,Rob Thomas,98.0,98,210
2007-06-16,100,Do You,Ne-Yo,100.0,100,210
2011-11-26,73,You Da One,Rihanna,73.0,73,210
1972-04-22,100,Daddy Don't You Walk So Fast,Wayne Newton,100.0,100,210
2007-03-17,84,Because Of You,Ne-Yo,84.0,84,210
2015-02-07,71,Truffle Butter,Nicki Minaj Featuring Drake & Lil Wayne,71.0,71,210
2006-05-13,51,Unfaithful,Rihanna,51.0,51,210
2007-06-23,88,Shut Up And Drive,Rihanna,88.0,88,210
1978-01-28,81,Dust In The Wind,Kansas,81.0,81,210
1976-12-25,87,Carry On Wayward Son,Kansas,87.0,87,210
2009-06-06,42,Her Diamonds,Rob Thomas,42.0,42,210
1995-06-10,61,Feel Me Flow,Naughty By Nature,61.0,61,210
1992-02-08,92,Everything's Gonna Be Alright,Naughty By Nature,92.0,92,210
2014-03-08,98,La La La,Naughty Boy Featuring Sam Smith,98.0,98,210
2006-10-14,28,White & Nerdy,"""Weird Al"" Yankovic",28.0,28,210
1997-04-19,87,Sweet Sexy Thing,Nu Flavor Featuring Roger,87.0,87,210
2018-06-23,84,Lose It,Kane Brown,98.0,84,210
2012-04-21,79,Va Va Voom,Nicki Minaj,98.0,79,210
2019-03-09,95,Good As You,Kane Brown,95.0,95,210
1996-05-11,75,Children,Robert Miles,75.0,75,210
1994-05-14,88,Willing To Forgive,Aretha Franklin,88.0,88,210
2010-06-19,51,Your Love,Nicki Minaj,51.0,51,210
2006-01-21,92,Ever The Same,Rob Thomas,92.0,92,210
1991-10-19,90,Broken Arrow,Rod Stewart,90.0,90,210
1991-11-30,84,The Way I Feel About You,Karyn White,84.0,84,210
2012-03-10,63,Birthday Cake,Rihanna Featuring Chris Brown,63.0,63,210
2018-11-17,86,Ella Quiere Beber,Anuel AA & Romeo Santos,86.0,86,210
2012-04-21,78,Beez In The Trap,Nicki Minaj Featuring 2 Chainz,78.0,78,210
2013-02-16,100,Loveeeeeee Song,Rihanna Featuring Future,100.0,100,210
2011-12-10,31,Talk That Talk,Rihanna Featuring Jay-Z,31.0,31,210
2009-12-05,80,Hard,Rihanna Featuring Jeezy,80.0,80,210
1996-09-28,47,Bow Down,Westside Connection,47.0,47,210
2006-12-09,95,Break It Off,Rihanna & Sean Paul,95.0,95,210
2004-03-13,75,All Falls Down,Kanye West Featuring Syleena Johnson,75.0,75,210
1991-08-17,52,Romantic,Karyn White,52.0,52,210
2007-12-08,75,Flashing Lights,Kanye West Featuring Dwele,75.0,75,210
2014-04-12,87,Me And My Broken Heart,Rixton,87.0,87,210
2005-05-07,99,Give Me That,Webbie Featuring Bun B,99.0,99,210
2015-02-07,54,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,54.0,54,210
2014-11-29,100,She Knows,Ne-Yo Featuring Juicy J,96.0,100,210
2008-12-27,93,She Got Her Own,Ne-Yo Featuring Jamie Foxx & Fabolous,93.0,93,210
1977-09-17,78,We're All Alone,Rita Coolidge,78.0,78,210
2007-06-16,91,Whine Up,Kat DeLuna Featuring Elephant Man,91.0,91,210
1997-03-08,72,Gangstas Make The World Go Round,Westside Connection,72.0,72,210
2006-03-18,99,When You're Mad,Ne-Yo,99.0,99,210
1985-09-07,95,Running Up That Hill,Kate Bush,95.0,95,210
2013-12-21,99,Do I Wanna Know?,Arctic Monkeys,99.0,99,210
2020-05-09,68,Cool Again,Kane Brown,85.0,68,210
1994-07-09,99,Love Is All Around,Wet Wet Wet,99.0,99,210
1994-04-23,57,"Regulate (From ""Above The Rim"")",Warren G & Nate Dogg,57.0,57,210
2010-02-06,5,Baby,Justin Bieber Featuring Ludacris,5.0,5,210
2011-11-12,87,Lotus Flower Bomb,Wale Featuring Miguel,87.0,87,210
2007-07-21,85,LoveStoned,Justin Timberlake,85.0,85,210
2002-09-07,67,Like I Love You,Justin Timberlake,67.0,67,210
2002-12-21,44,Cry Me A River,Justin Timberlake,44.0,44,210
2003-01-04,85,All The Things She Said,t.A.T.u.,85.0,85,210
2012-09-29,98,Til My Last Day,Justin Moore,98.0,98,210
2009-06-20,88,Small Town USA,Justin Moore,88.0,88,210
2014-03-08,100,Lettin' The Night Roll,Justin Moore,100.0,100,210
2011-04-09,85,If Heaven Wasn't So Far Away,Justin Moore,85.0,85,210
2003-08-30,78,Rain On Me,Ashanti,78.0,78,210
1997-12-13,63,Just Clownin',WC From Westside Connection,63.0,63,210
2019-02-23,2,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,2.0,2,210
2005-09-24,71,Boyfriend,Ashlee Simpson,71.0,71,210
2005-02-12,80,Goin' Crazy,Natalie,80.0,80,210
1997-09-06,90,In A Dream,Rockell,90.0,90,210
1998-07-04,78,Can't We Try,Rockell [Duet With Collage],78.0,78,210
2020-10-31,14,Lonely,Justin Bieber & benny blanco,14.0,14,210
2001-05-05,68,Mad Season,matchbox twenty,68.0,68,210
2013-04-27,99,U.O.E.N.O.,Rocko Featuring Future & Rick Ross,99.0,99,210
2014-12-06,77,CoCo,O.T. Genasis,77.0,77,210
2002-10-19,71,Disease,matchbox twenty,71.0,71,210
2010-12-11,76,Fly,Nicki Minaj Featuring Rihanna,64.0,76,210
2007-04-28,74,Summer Love,Justin Timberlake,74.0,74,210
2002-02-09,70,Girlfriend,'N Sync Featuring Nelly,70.0,70,210
1991-09-21,73,Set The Night To Music,Roberta Flack With Maxi Priest,73.0,73,210
1999-09-04,66,Music Of My Heart,'N Sync & Gloria Estefan,66.0,66,210
1994-07-23,51,This D.J.,Warren G,51.0,51,210
1988-07-02,59,Simply Irresistible,Robert Palmer,59.0,59,210
1992-02-22,73,Everything Changes,Kathy Troccoli,73.0,73,210
1975-05-03,82,Why Can't We Be Friends?,War,82.0,82,210
2014-04-26,89,Cut Her Off,KCamp Featuring 2 Chainz,89.0,89,210
2013-01-19,90,Pour It Up,Rihanna,90.0,90,210
2015-02-28,80,One Last Time,Ariana Grande,80.0,80,210
1977-07-30,82,Keep It Comin' Love,KC And The Sunshine Band,82.0,82,210
2007-11-03,94,Love Like This,Natasha Bedingfield Featuring Sean Kingston,94.0,94,210
2005-07-02,100,These Words,Natasha Bedingfield,100.0,100,210
2020-11-14,40,pov,Ariana Grande,40.0,40,210
2001-06-09,60,All Or Nothing,O-Town,60.0,60,210
1995-02-11,92,Move It Like This,K7,92.0,92,210
1992-05-16,100,Why,Annie Lennox,100.0,100,210
1996-06-15,55,Jealousy,Natalie Merchant,55.0,55,210
1997-12-27,86,Swing My Way,K.P. & Envyi,86.0,86,210
1997-06-14,29,You Bring Me Up,K-Ci & JoJo,29.0,29,210
1999-05-29,86,Tell Me It's Real,K-Ci & JoJo,86.0,86,210
1997-10-04,84,Last Night's Letter,K-Ci & JoJo,84.0,84,210
1978-02-18,86,The Closer I Get To You,Roberta Flack With Donny Hathaway,86.0,86,210
2004-08-28,67,Nolia Clap,"Juvenile, Wacko & Skip",67.0,67,210
2013-03-02,1,Harlem Shake,Baauer,1.0,1,210
2009-03-28,51,Kiss A Girl,Keith Urban,51.0,51,210
2013-06-01,94,Little Bit Of Everything,Keith Urban,91.0,94,210
2002-06-08,70,The Good Stuff,Kenny Chesney,70.0,70,210
2000-10-14,89,Just Friends (Sunny),Musiq,89.0,89,210
2007-07-07,65,Never Wanted Nothing More,Kenny Chesney,65.0,65,210
1991-08-24,93,Let's Talk About Sex,Salt-N-Pepa,93.0,93,210
1988-07-23,96,Time And Tide,Basia,96.0,96,210
1992-02-01,69,You Showed Me,Salt-N-Pepa,69.0,69,210
2003-06-28,78,"No Shoes, No Shirt, No Problems",Kenny Chesney,78.0,78,210
2009-05-02,100,Out Last Night,Kenny Chesney,100.0,100,210
2011-11-19,97,Reality,Kenny Chesney,97.0,97,210
2010-11-20,67,Somewhere With You,Kenny Chesney,67.0,67,210
2006-04-29,98,Summertime,Kenny Chesney,98.0,98,210
1993-03-06,68,Nothin' My Love Can't Fix,Joey Lawrence,68.0,68,210
1981-06-13,87,Some Days Are Diamonds (Some Days Are Stone),John Denver,87.0,87,210
2009-08-22,81,Uprising,Muse,37.0,81,210
2003-11-08,78,There Goes My Life,Kenny Chesney,78.0,78,210
2013-06-15,95,Redneck Crazy,Tyler Farr,95.0,95,210
2015-01-17,97,A Guy Walks Into A Bar,Tyler Farr,97.0,97,210
2019-07-27,83,Tip Of My Tongue,Kenny Chesney,83.0,83,210
2004-08-21,74,You're My Everything,Anita Baker,74.0,74,210
2010-08-07,98,Aston Martin Music,Rick Ross Featuring Drake & Chrisette Michele,96.0,98,210
2018-07-28,92,I'm A Mess,Bebe Rexha,92.0,92,210
1999-07-10,71,You Had Me From Hello,Kenny Chesney,71.0,71,210
2006-09-16,81,You Save Me,Kenny Chesney,81.0,81,210
2002-12-14,70,Always,Saliva,70.0,70,210
2013-08-03,62,Red Nose,Sage The Gemini,62.0,62,210
2005-04-23,90,Making Memories Of Us,Keith Urban,90.0,90,210
1994-01-15,71,Groove Thang,Zhane,71.0,71,210
1985-08-24,40,Lonely Ol' Night,John Mellencamp,40.0,40,210
1997-02-22,53,Just Another Day,John Mellencamp,53.0,53,210
2003-02-22,65,Big Star,Kenny Chesney,65.0,65,210
1997-11-22,92,Brian Wilson,Barenaked Ladies,92.0,92,210
2021-01-09,38,Good Days,SZA,38.0,38,210
1998-10-03,3,One Week,Barenaked Ladies,3.0,3,210
2017-07-01,70,Love Galore,SZA Featuring Travis Scott,70.0,70,210
1993-06-05,94,Something's Goin' On,U.N.V.,94.0,94,210
2012-06-02,59,Come Over,Kenny Chesney,59.0,59,210
2020-09-19,29,Hit Different,SZA Featuring Ty Dolla $ign,29.0,29,210
2007-09-22,79,Don't Blink,Kenny Chesney,79.0,79,210
2007-05-26,92,teachme,Musiq Soulchild,92.0,92,210
2001-03-10,82,Don't Happen Twice,Kenny Chesney,82.0,82,210
2009-12-05,100,Heartbreak Warfare,John Mayer,85.0,100,210
2009-12-05,25,Half Of My Heart,John Mayer,25.0,25,210
1975-11-15,48,I Write The Songs,Barry Manilow,48.0,48,210
2003-08-30,66,Bigger Than My Body,John Mayer,66.0,66,210
1981-01-17,36,Woman,John Lennon,36.0,36,210
1985-03-02,83,Smooth Operator,Sade,83.0,83,210
2005-01-08,73,Ordinary People,John Legend,73.0,73,210
2004-06-12,66,I Go Back,Kenny Chesney,66.0,66,210
2000-10-21,75,I Lost It,Kenny Chesney,75.0,75,210
2002-02-09,72,Young,Kenny Chesney,72.0,72,210
1985-02-23,81,One Night In Bangkok,Murray Head,81.0,81,210
2003-10-11,75,Wat Da Hook Gon Be,Murphy Lee Featuring Jermaine Dupri,75.0,75,210
1989-10-28,85,When The Night Comes,Joe Cocker,85.0,85,210
2010-03-13,98,Gimmie That Girl,Joe Nichols,98.0,98,210
2003-01-25,74,Brokenheartsville,Joe Nichols,74.0,74,210
1997-03-29,80,For You,Kenny Lattimore,80.0,80,210
2000-01-29,85,I Like It,Sammie,85.0,85,210
2004-03-27,60,Overnight Celebrity,Twista,60.0,60,210
2015-08-22,3,Drag Me Down,One Direction,3.0,3,210
2002-02-09,54,Oops (Oh My),Tweet,54.0,54,210
1999-05-15,96,A Night To Remember,Joe Diffie,96.0,96,210
2003-10-18,75,Runnin (Dying To Live),Tupac Featuring The Notorious B.I.G.,75.0,75,210
1997-08-02,45,Coco Jamboo,Mr. President,45.0,45,210
2002-04-20,71,Addictive,Truth Hurts Featuring Rakim,71.0,71,210
2004-02-21,70,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,70.0,70,210
1985-12-21,61,Kyrie,Mr. Mister,61.0,61,210
2003-11-22,78,More & More,Joe,78.0,78,210
1997-05-03,45,"Don't Wanna Be A Player (From ""Booty Call"")",Joe,45.0,45,210
1996-02-10,78,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",Joe,78.0,78,210
1993-10-09,77,Wild World,Mr. Big,77.0,77,210
1978-07-29,90,"Whenever I Call You ""Friend""",Kenny Loggins,90.0,90,210
2001-08-04,81,I Would've Loved You Anyway,Trisha Yearwood,81.0,81,210
1986-11-08,86,Stay The Night,Benjamin Orr,86.0,86,210
1994-09-03,52,Body & Soul,Anita Baker,52.0,52,210
1995-11-04,90,Love U 4 Life,Jodeci,90.0,90,210
2013-09-14,98,Sunny And 75,Joe Nichols,98.0,98,210
2005-09-10,100,Girl Tonite,Twista Featuring Trey Songz,100.0,100,210
1998-03-14,93,Who Am I,Beenie Man,93.0,93,210
1976-07-04,67,You Should Be Dancing,Bee Gees,67.0,67,210
2011-06-11,92,You And Tequila,Kenny Chesney Featuring Grace Potter,92.0,92,210
2014-06-21,88,Shower,Becky G,88.0,88,210
2016-08-20,29,Setting The World On Fire,Kenny Chesney Featuring P!nk,29.0,29,210
1997-06-07,34,Alone,Bee Gees,34.0,34,210
2008-08-30,41,Everybody Wants To Go To Heaven,Kenny Chesney With The Wailers,41.0,41,210
2015-10-24,90,Break Up In A Small Town,Sam Hunt,90.0,90,210
2011-02-19,99,The Cave,Mumford & Sons,99.0,99,210
2021-03-13,92,Breaking Up Was Easy In The 90's,Sam Hunt,92.0,92,210
2020-04-11,91,Hard To Forget,Sam Hunt,91.0,91,210
2015-06-20,85,House Party,Sam Hunt,85.0,85,210
2020-10-03,51,Diamonds,Sam Smith,51.0,51,210
2014-03-29,91,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,91.0,91,210
2019-08-03,29,How Do You Sleep?,Sam Smith,29.0,29,210
2015-02-21,75,Lay Me Down,Sam Smith,75.0,75,210
1978-02-04,76,Night Fever,Bee Gees,76.0,76,210
2014-01-04,97,Paranoid,Ty Dolla $ign Featuring B.o.B,97.0,97,210
1993-05-22,92,By The Time This Night Is Over,Kenny G With Peabo Bryson,92.0,92,210
2013-02-02,87,Troublemaker,Olly Murs Featuring Flo Rida,87.0,87,210
2005-01-22,68,O,Omarion,68.0,68,210
1979-02-10,29,Tragedy,Bee Gees,29.0,29,210
2014-05-10,98,Yeah,Joe Nichols,98.0,98,210
1997-07-26,31,Someone,SWV (Featuring Puff Daddy),31.0,31,210
1994-05-21,89,Sending My Love,Zhane,89.0,89,210
1996-11-23,28,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",Barbra Streisand & Bryan Adams,28.0,28,210
2017-07-01,95,It's A Vibe,"2 Chainz Featuring Ty Dolla $ign, Trey Songz & Jhene Aiko",95.0,95,210
2000-10-14,39,Shape Of My Heart,Backstreet Boys,39.0,39,210
2006-05-20,93,Bossy,Kelis Featuring Too $hort,93.0,93,210
1995-10-28,97,We've Got It Goin' On,Backstreet Boys,97.0,97,210
2018-08-04,97,Lie,NF,97.0,97,210
2016-07-16,80,No Limit,Usher Featuring Young Thug,80.0,80,210
2012-05-26,98,Lemme See,Usher Featuring Rick Ross,94.0,98,210
2009-04-25,50,Best Days Of Your Life,Kellie Pickler,50.0,50,210
2001-01-27,66,Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,66.0,66,210
2002-09-21,60,A Moment Like This,Kelly Clarkson,60.0,60,210
2013-01-19,100,Carry On,fun.,100.0,100,210
1972-09-09,84,I Can See Clearly Now,Johnny Nash,84.0,84,210
2002-05-11,69,Someone To Love You,Ruff Endz,69.0,69,210
2021-06-19,10,Yonaguni,Bad Bunny,10.0,10,210
1981-10-31,90,Hooked On Classics,Royal Philharmonic Orchestra,90.0,90,210
1992-06-27,100,Everybody's Free (To Feel Good),Rozalla,100.0,100,210
2019-06-22,69,Callaita,Bad Bunny & Tainy,69.0,69,210
1993-02-13,91,Supermodel (You Better Work),RuPaul,91.0,91,210
2004-01-03,58,Sorry 2004,Ruben Studdard,58.0,58,210
2015-01-31,37,Heartbeat Song,Kelly Clarkson,37.0,37,210
1999-08-07,63,She's All I Ever Had,Ricky Martin,63.0,63,210
2003-05-17,61,Miss Independent,Kelly Clarkson,61.0,61,210
1979-03-17,74,Rock 'n' Roll Fantasy,Bad Company,74.0,74,210
2001-05-26,68,More Than That,Backstreet Boys,68.0,68,210
2005-04-23,55,Incomplete,Backstreet Boys,55.0,55,210
2013-09-28,80,We Were Us,Keith Urban And Miranda Lambert,80.0,80,210
2004-12-04,73,You're My Better Half,Keith Urban,73.0,73,210
2002-11-16,88,Do That...,Baby Featuring P. Diddy,88.0,88,210
1988-10-01,82,Finish What Ya Started,Van Halen,82.0,82,210
1978-11-25,68,A Little More Love,Olivia Newton-John,68.0,68,210
2010-10-02,82,Put You In A Song,Keith Urban,82.0,82,210
1995-03-25,75,Can't Stop Lovin' You,Van Halen,75.0,75,210
2019-09-28,40,Camelot,NLE Choppa,40.0,40,210
1994-03-05,71,And Our Feelings,Babyface,71.0,71,210
2012-08-11,91,Birthday Song,2 Chainz Featuring Kanye West,100.0,91,210
2002-08-17,73,Somebody Like You,Keith Urban,73.0,73,210
2014-09-13,91,Somewhere In My Car,Keith Urban,91.0,91,210
2006-12-23,95,Stupid Boy,Keith Urban,95.0,95,210
1991-10-26,85,Spending My Time,Roxette,85.0,85,210
2008-11-29,43,Sweet Thing,Keith Urban,43.0,43,210
2005-12-31,86,Tonight I Wanna Cry,Keith Urban,86.0,86,210
2001-06-16,78,Where The Blacktop Ends,Keith Urban,78.0,78,210
1996-10-26,8,This Is For The Lover In You,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",8.0,8,210
2003-08-16,75,Who Wouldn't Wanna Be Me,Keith Urban,75.0,75,210
2019-07-27,92,Time,NF,67.0,92,210
1974-05-18,98,Takin' Care Of Business,Bachman-Turner Overdrive,98.0,98,210
2004-02-14,69,You'll Think Of Me,Keith Urban,69.0,69,210
2001-10-20,54,Drowning,Backstreet Boys,54.0,54,210
1974-04-13,87,If You Love Me (let Me Know),Olivia Newton-John,87.0,87,210
2012-03-10,81,Climax,Usher,81.0,81,210
1996-04-20,9,You're The One,SWV,9.0,9,210
2008-03-01,84,The Boss,Rick Ross Featuring T-Pain,84.0,84,210
2004-10-09,46,Vertigo,U2,46.0,46,210
1998-08-08,75,Movin' On,Mya Featuring Silkk The Shocker,75.0,75,210
2001-03-03,61,Never Had A Dream Come True,S Club 7,61.0,61,210
2001-09-29,62,Stuck In A Moment You Can't Get Out Of,U2,62.0,62,210
1998-03-14,82,It's All About Me,Mya & Sisqo,82.0,82,210
2000-07-15,78,I Will...But,SHeDAISY,78.0,78,210
1992-03-14,76,One,U2,76.0,76,210
1999-05-08,98,Little Good-Byes,SHeDAISY,98.0,98,210
1991-11-23,77,Mysterious Ways,U2,77.0,77,210
2003-06-28,81,My Love Is Like... Wo,Mya,81.0,81,210
1976-05-01,98,Let Her In,John Travolta,98.0,98,210
2000-07-22,99,Who Let The Dogs Out,Baha Men,99.0,99,210
1994-04-09,88,"Anything (From ""Above The Rim"")",SWV,88.0,88,210
2014-07-05,82,American Kids,Kenny Chesney,82.0,82,210
1984-12-15,87,Naughty Naughty,John Parr,87.0,87,210
1996-08-17,52,Use Your Heart,SWV,52.0,52,210
2005-02-12,83,Anything But Mine,Kenny Chesney,83.0,83,210
2000-09-09,81,The Little Girl,John Michael Montgomery,81.0,81,210
2004-03-20,66,Letters From Home,John Michael Montgomery,66.0,66,210
1994-02-12,81,I Swear,John Michael Montgomery,81.0,81,210
1999-10-02,81,Home To You,John Michael Montgomery,81.0,81,210
2007-06-30,87,Teenagers,My Chemical Romance,87.0,87,210
2004-12-11,52,True,Ryan Cabrera,52.0,52,210
2001-12-15,71,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,71.0,71,210
1980-11-01,32,Love On The Rocks,Neil Diamond,32.0,32,210
2000-08-12,97,Shake Ya Ass,Mystikal,97.0,97,210
2008-03-01,98,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,98.0,98,210
1998-07-18,22,Friend Of Mine,Kelly Price,22.0,22,210
2000-09-23,91,You Should've Told Me,Kelly Price,91.0,91,210
1999-04-17,54,Livin' La Vida Loca,Ricky Martin,54.0,54,210
2002-09-28,76,Stole,Kelly Rowland,76.0,76,210
2007-03-31,96,Like This,Kelly Rowland Featuring Eve,98.0,96,210
2020-10-24,95,Hole In The Bottle,Kelsea Ballerini,95.0,95,210
1994-12-03,91,I Miss You,N2U,91.0,91,210
2019-02-16,95,Miss Me More,Kelsea Ballerini,95.0,95,210
1997-03-29,42,Your Woman,White Town,42.0,42,210
2002-11-02,70,In A Little While,Uncle Kracker,70.0,70,210
2004-10-09,96,Tempted To Touch,Rupee,96.0,96,210
2016-06-18,92,Peter Pan,Kelsea Ballerini,92.0,92,210
1992-04-04,69,Everything About You,Ugly Kid Joe,69.0,69,210
1993-02-13,79,Cat's In The Cradle,Ugly Kid Joe,79.0,79,210
2019-12-21,100,BEST ON EARTH,Russ & BIA,100.0,100,210
2017-05-06,4,DNA.,Kendrick Lamar,4.0,4,210
2020-09-19,91,Love You Like I Used To,Russell Dickerson,91.0,91,210
2000-12-16,77,Danger (Been So Long),Mystikal Featuring Nivea,77.0,77,210
1992-06-13,90,Twilight Zone,2 Unlimited,90.0,90,210
1993-10-09,93,Higher Ground,UB40,93.0,93,210
2008-07-26,72,She Never Cried In Front Of Me,Toby Keith,72.0,72,210
1996-07-27,16,Elevators (Me & You),OutKast,16.0,16,210
2000-07-15,75,Change Your Mind,Sister Hazel,75.0,75,210
2005-06-25,85,Right Here,Staind,85.0,85,210
1997-03-08,55,"Let It Go (From ""Set It Off"")",Ray J,55.0,55,210
1981-05-02,83,Sweet Baby,Stanley Clarke/George Duke,83.0,83,210
2009-09-19,40,I Will Not Bow,Breaking Benjamin,40.0,40,210
2004-09-11,77,So Cold,Breaking Benjamin,77.0,77,210
2013-04-27,83,Still Into You,Paramore,100.0,83,210
2006-08-12,55,The Diary Of Jane,Breaking Benjamin,55.0,55,210
1992-08-01,67,She's Playing Hard To Get,Hi-Five,67.0,67,210
